CARNET,NOMBRES,CODPROF,CODEPTO,GENERO,FECHA_INGRESO,TIPO_SOCIO,NRO_SOCIO,ESTADO_CIVIL,TELEFONO,EMAIL,ZONA_RESIDENCIA
3833866,Yésica Cardona Cobo,2,7,M,2016-05-23,PASIVO,SOC08607,VIUDO,+34 976006903,yvilalta@example.org,SUR
2500394,Reynaldo Urrutia Marco,9,4,F,2012-10-28,PASIVO,SOC08608,VIUDO,+34900 84 96 16,giraltsilvio@example.org,SUR
4570928,Urbano Custodio Almansa Cabo,5,5,F,2016-05-17,JUBILADO,SOC08609,VIUDO,+34 880 544 725,delias@example.org,CENTRO
5011286,Josefa de Palomares,6,4,M,2016-08-13,ACTIVO,SOC08610,CASADO,+34843436999,kmuro@example.net,CENTRO
2446597,José Mari Escribano-Medina,2,4,M,2008-06-22,PASIVO,SOC08611,SOLTERO,+34926437066,marta35@example.org,NORTE
4058683,Íñigo Armengol Soto,8,4,M,2007-07-12,JUBILADO,SOC08612,VIUDO,+34869 40 59 45,nelidaprada@example.net,VILLA
3465181,Sonia Escolano Barba,4,6,F,2018-03-09,PASIVO,SOC08613,DIVORCIADO,+34980351972,adelia90@example.com,SUR
2556593,Soraya Maestre Llorens,9,5,F,2014-06-23,JUBILADO,SOC08614,CASADO,+34918 53 72 67,nicolassanjuan@example.org,CENTRO
4951752,María Manuela Varela Belda,1,6,F,2017-07-03,PASIVO,SOC08615,CASADO,+34 709843390,pmoliner@example.com,VILLA
2417490,Guadalupe Alba,9,3,M,2009-12-04,JUBILADO,SOC08616,VIUDO,+34 869234314,gimenezdomingo@example.net,NORTE
5259895,Horacio Girón Bejarano,9,5,F,2022-05-12,ACTIVO,SOC08617,VIUDO,+34 843 06 57 12,griselda95@example.org,VILLA
2381801,Ámbar Bonilla Osorio,2,4,F,2001-08-07,ACTIVO,SOC08618,DIVORCIADO,+34 935 266 943,riosnoe@example.org,NORTE
2277444,Inocencio Canals,4,2,M,2008-10-02,JUBILADO,SOC08619,SOLTERO,+34925 96 15 03,wfranco@example.org,NORTE
5171054,Rodolfo Noriega Taboada,9,4,F,2017-03-06,JUBILADO,SOC08620,VIUDO,+34922739231,valeria69@example.com,NORTE
2580256,Danilo Iglesias,1,2,M,2013-01-13,JUBILADO,SOC08621,CASADO,+34987177105,leivanatalio@example.com,SUR
5747057,Marcial Jose Angel Cámara Torrent,7,8,F,2006-02-03,ACTIVO,SOC08622,SOLTERO,+34 937982389,zacariasvendrell@example.net,SUR
5810456,Pili Gilabert Gallego,8,4,M,2002-06-05,PASIVO,SOC08623,VIUDO,+34 941 099 811,hectorsantamaria@example.org,NORTE
2766370,Octavio Tomé Bru,8,4,M,2015-05-11,PASIVO,SOC08624,DIVORCIADO,+34 981485676,gironaani@example.org,SUR
4501705,Eva Vilalta Bustos,9,1,M,2010-04-16,ACTIVO,SOC08625,CASADO,+34 820272653,salomjonatan@example.org,SUR
3560150,Milagros Casanovas Leiva,8,5,F,2013-01-17,PASIVO,SOC08626,CASADO,+34921 43 81 42,ledesmaangel@example.net,RURAL
3328599,Eulalia Alemany Amaya,3,3,M,2014-12-06,ACTIVO,SOC08627,SOLTERO,+34821329551,gonzalopaulino@example.net,CENTRO
2821181,Américo Reyes Arcos,1,5,M,2008-10-16,JUBILADO,SOC08628,DIVORCIADO,+34 958 785 821,jose-angel53@example.org,SUR
4925141,Ricarda Marcos,2,5,M,2020-05-11,ACTIVO,SOC08629,SOLTERO,+34 945 124 523,javier74@example.org,NORTE
2884693,Primitivo Almeida,1,7,M,2004-07-04,ACTIVO,SOC08630,CASADO,+34 845 559 774,sebastianferrero@example.net,CENTRO
2647179,Diego Silva Amores,4,7,F,2021-08-01,PASIVO,SOC08631,CASADO,+34 927 26 23 99,huertasalmudena@example.org,SUR
4181795,Viviana Jurado-Palmer,1,5,M,2015-10-15,ACTIVO,SOC08632,SOLTERO,+34825 66 47 43,lino00@example.com,CENTRO
4032682,Teodosio Pallarès Osorio,8,7,F,2021-06-04,JUBILADO,SOC08633,CASADO,+34 942510664,melendeznacho@example.com,SUR
3719419,Luz del Cortés,9,9,M,2015-08-24,JUBILADO,SOC08634,DIVORCIADO,+34847 260 310,pozoleoncio@example.com,SUR
2138307,Eliana Domingo-Reig,6,2,F,2017-03-02,PASIVO,SOC08635,CASADO,+34 824 70 25 78,dorotea40@example.org,SUR
4764376,Rosa Valero-Benitez,1,2,M,2014-04-03,ACTIVO,SOC08636,CASADO,+34 704008877,teodoromari@example.org,VILLA
4611698,Yago Osorio Millán,6,5,F,2004-06-18,JUBILADO,SOC08637,SOLTERO,+34800 12 84 45,gsilva@example.net,RURAL
4234872,Marita Barragán Juliá,6,5,M,2014-06-01,ACTIVO,SOC08638,SOLTERO,+34 924413061,pazosprudencio@example.net,VILLA
2776545,Hilda Téllez Alberola,5,3,M,2019-12-14,PASIVO,SOC08639,SOLTERO,+34971385518,lopezlidia@example.org,SUR
4255717,Jose Antonio Hierro Alberdi,1,2,M,2012-05-01,ACTIVO,SOC08640,DIVORCIADO,+34807 302 450,enrique97@example.net,RURAL
2069734,Dionisio Olmedo Casals,6,5,M,2008-01-09,JUBILADO,SOC08641,DIVORCIADO,+34 825 752 516,jsarmiento@example.com,NORTE
3507218,Victor Méndez Izaguirre,7,3,M,2016-12-29,PASIVO,SOC08642,DIVORCIADO,+34 873 215 382,juan-francisco79@example.com,SUR
5800538,Miguel de Molina,2,4,F,2007-05-26,ACTIVO,SOC08643,CASADO,+34 847 92 58 31,kvillaverde@example.com,CENTRO
2797372,Sofía Ripoll Cabezas,5,4,M,2010-09-06,JUBILADO,SOC08644,DIVORCIADO,+34716 017 982,julieta95@example.com,CENTRO
4813435,Heriberto Gerónimo Arenas Ríos,6,3,M,2013-01-14,PASIVO,SOC08645,VIUDO,+34927 337 375,mlastra@example.com,SUR
2669190,Desiderio Lara,3,5,M,2017-05-05,JUBILADO,SOC08646,SOLTERO,+34944 99 42 37,joaquinacalvet@example.net,RURAL
4095300,Francisco Baeza-Grande,5,4,F,2020-02-02,PASIVO,SOC08647,CASADO,+34 984 03 87 92,lleon@example.org,CENTRO
3581775,Olivia Ibáñez Conde,5,2,F,2005-08-21,ACTIVO,SOC08648,DIVORCIADO,+34 920 01 63 78,coronadolucia@example.com,NORTE
3918141,Matías Jover Pascual,5,2,M,2016-09-09,JUBILADO,SOC08649,CASADO,+34875376628,susanavalle@example.com,RURAL
2904084,Alfonso Ochoa Tovar,7,1,M,2007-12-10,JUBILADO,SOC08650,DIVORCIADO,+34974 701 223,pulidofausto@example.org,RURAL
3619100,Juan Pablo Jaume-Cabeza,1,5,F,2016-12-01,PASIVO,SOC08651,CASADO,+34 961 70 10 53,ibarrio@example.net,NORTE
4624004,Godofredo Alvarez-Caballero,3,8,F,2014-04-20,PASIVO,SOC08652,CASADO,+34 711 13 01 09,mayte10@example.com,CENTRO
4679507,María Luisa Comas-Vigil,8,6,M,2017-10-25,PASIVO,SOC08653,VIUDO,+34821 870 181,baldomero11@example.com,RURAL
3407987,Rodrigo Busquets Pozuelo,5,2,M,2009-02-09,JUBILADO,SOC08654,SOLTERO,+34949 561 376,milagrosferrando@example.org,VILLA
3213466,Duilio Criado Macias,1,4,F,2001-11-30,ACTIVO,SOC08655,VIUDO,+34803545973,paz13@example.org,VILLA
2320715,Eli Uribe Piñeiro,8,4,M,2016-11-24,JUBILADO,SOC08656,VIUDO,+34720 015 557,felipe73@example.net,NORTE
4805192,Flavio Bautista Fabra Amador,9,8,M,2007-09-13,PASIVO,SOC08657,DIVORCIADO,+34742587800,vparra@example.com,NORTE
5616435,Montserrat Mendizábal,1,4,F,2001-12-08,ACTIVO,SOC08658,CASADO,+34983 50 81 48,guiomarbenet@example.com,SUR
3111480,Josep Carbó Quiroga,6,5,F,2000-06-23,JUBILADO,SOC08659,CASADO,+34844 64 66 02,spedrero@example.org,VILLA
2038145,Eladio Bou Huerta,7,2,F,2013-05-21,ACTIVO,SOC08660,DIVORCIADO,+34743 51 19 38,aureliano02@example.net,CENTRO
4855244,Telmo del Bermejo,1,2,F,2022-03-08,JUBILADO,SOC08661,VIUDO,+34 981312286,rafasaenz@example.org,CENTRO
2173000,Judith Ribera Recio,9,4,F,2013-05-13,PASIVO,SOC08662,DIVORCIADO,+34 888 75 09 09,varajoaquin@example.org,CENTRO
2294789,Azucena Palacio,1,4,F,2005-07-20,JUBILADO,SOC08663,CASADO,+34827 535 913,reinaldo31@example.org,VILLA
2878294,Cleto Bru Huertas,3,4,F,2002-04-11,JUBILADO,SOC08664,DIVORCIADO,+34 828 294 818,camachobautista@example.org,CENTRO
4355683,Camilo Quintana Rico,2,1,M,2000-02-19,PASIVO,SOC08665,SOLTERO,+34 942 02 01 03,aranzazuzabaleta@example.com,RURAL
4085752,Luciano Luís Aguirre,8,4,F,2021-06-30,PASIVO,SOC08666,CASADO,+34 673 448 941,tamaritisidora@example.org,RURAL
2400070,Arcelia Vicens-Villalobos,5,2,M,2010-06-01,PASIVO,SOC08667,SOLTERO,+34841684788,borja47@example.com,VILLA
3515666,Marcela Polo Iborra,6,2,F,2005-07-18,PASIVO,SOC08668,VIUDO,+34974 083 744,yfabra@example.net,VILLA
4617256,Edgardo Cuevas Sebastián,6,5,F,2021-12-04,JUBILADO,SOC08669,SOLTERO,+34912 448 978,ciriaco12@example.com,RURAL
2685125,Albano Torrent Escamilla,9,2,M,2001-11-22,JUBILADO,SOC08670,SOLTERO,+34 922 802 311,zabascal@example.com,CENTRO
2052403,David Aroca Lloret,8,5,F,2002-04-14,JUBILADO,SOC08671,DIVORCIADO,+34924361511,oporras@example.com,CENTRO
3338057,Carmina Cervantes Larrea,8,5,M,2007-01-04,PASIVO,SOC08672,CASADO,+34 975 80 28 81,vmora@example.com,SUR
4907593,René España Solera,8,7,F,2020-03-05,JUBILADO,SOC08673,DIVORCIADO,+34803117631,camaraeva@example.org,RURAL
4961287,Constanza Soria Jiménez,6,9,F,2013-04-25,JUBILADO,SOC08674,SOLTERO,+34 885920621,calderonelena@example.net,NORTE
4294326,Lucho Trinidad Bonilla Mariscal,5,4,M,2015-03-28,PASIVO,SOC08675,CASADO,+34980167142,marianasola@example.org,VILLA
3234375,Ulises Fiol España,2,7,M,2012-04-22,PASIVO,SOC08676,SOLTERO,+34821 05 26 80,nboada@example.com,RURAL
3331982,Amílcar Ariño Mena,8,2,F,2015-04-18,ACTIVO,SOC08677,CASADO,+34 979 88 38 95,agustintejedor@example.org,NORTE
4515487,Feliciana Casals Belda,7,4,F,2013-02-24,ACTIVO,SOC08678,SOLTERO,+34 927 90 60 84,larapastora@example.com,NORTE
3966575,Feliciana Poza Noriega,5,1,F,2014-04-02,PASIVO,SOC08679,DIVORCIADO,+34946 234 879,marcelino12@example.com,VILLA
2145078,Merche Costa Vendrell,8,6,M,2003-05-09,JUBILADO,SOC08680,SOLTERO,+34 941 494 408,virginia90@example.net,NORTE
2658864,Soraya Rodriguez-Lamas,7,5,F,2013-10-06,ACTIVO,SOC08681,CASADO,+34806 15 88 90,adantorrens@example.org,RURAL
4760924,Flora Llamas,7,3,M,2001-05-02,JUBILADO,SOC08682,DIVORCIADO,+34934474859,treyes@example.net,NORTE
5723879,Emiliano Alberola Escudero,7,2,F,2002-09-09,JUBILADO,SOC08683,VIUDO,+34845 891 936,aitanacanellas@example.com,CENTRO
4882943,Lara Camino Cañizares,2,2,F,2011-09-05,PASIVO,SOC08684,DIVORCIADO,+34 984385578,bernardinonavas@example.com,SUR
3399049,María Carmen de Jaume,2,9,F,2012-02-03,JUBILADO,SOC08685,DIVORCIADO,+34 945 167 983,vfarre@example.org,NORTE
4353278,Bárbara Barrera Collado,1,2,M,2016-10-21,JUBILADO,SOC08686,DIVORCIADO,+34977 981 632,qortuno@example.org,VILLA
4715000,Lupe Llobet Cardona,5,4,M,2006-06-08,JUBILADO,SOC08687,SOLTERO,+34874725437,lisandromontesinos@example.net,RURAL
5253889,Gala del Alberdi,5,6,F,2005-06-11,JUBILADO,SOC08688,DIVORCIADO,+34987084916,ovillanueva@example.com,CENTRO
2816785,Samanta Blanes Quintero,9,4,M,2022-03-27,ACTIVO,SOC08689,SOLTERO,+34883239873,ribesnatalio@example.net,NORTE
4485395,Pascuala Casals Olmedo,7,2,M,2017-10-25,ACTIVO,SOC08690,VIUDO,+34 935349582,tcalderon@example.com,RURAL
3955573,Guiomar Zorrilla-Solís,9,4,F,2002-04-24,ACTIVO,SOC08691,VIUDO,+34807 149 687,dmateu@example.com,CENTRO
3174225,Daniel de Elorza,7,5,M,2014-11-21,PASIVO,SOC08692,VIUDO,+34967 435 163,jmarti@example.com,RURAL
4156441,Graciela del Gutierrez,3,3,M,2005-04-19,JUBILADO,SOC08693,CASADO,+34886 67 78 07,martinnogues@example.org,RURAL
2347981,Josefa Cobo Falcón,7,4,F,2000-01-02,ACTIVO,SOC08694,CASADO,+34924 11 16 99,bpolo@example.net,NORTE
2126135,Manu Llano Pedrosa,8,5,M,2011-04-19,JUBILADO,SOC08695,CASADO,+34927684022,tejeraberta@example.org,VILLA
5924788,Efraín Carreras Alfaro,6,2,M,2000-12-19,JUBILADO,SOC08696,SOLTERO,+34941 42 51 40,luisinabartolome@example.net,NORTE
3826313,Cristina Catalán Asensio,7,4,M,2008-12-24,JUBILADO,SOC08697,DIVORCIADO,+34 944987277,balvarez@example.com,RURAL
3640565,Goyo Elorza,1,4,F,2019-08-10,ACTIVO,SOC08698,SOLTERO,+34876 958 105,casalsruperta@example.com,CENTRO
2593618,Lupe Contreras,9,5,M,2007-06-06,JUBILADO,SOC08699,SOLTERO,+34 872 58 70 38,huguetmatilde@example.org,CENTRO
4111803,Loreto Florentino Caparrós Lamas,7,9,F,2007-11-03,JUBILADO,SOC08700,VIUDO,+34 831 235 898,dcorrea@example.net,SUR
5808345,Teresa Valcárcel Barba,9,5,M,2006-09-03,PASIVO,SOC08701,DIVORCIADO,+34 874 85 36 44,rosa39@example.net,NORTE
2213182,Alex Ayllón Macías,7,4,F,2006-06-01,PASIVO,SOC08702,CASADO,+34 916 692 336,fusterfrancisca@example.net,SUR
3384218,Marita del Corbacho,2,5,F,2021-08-08,JUBILADO,SOC08703,VIUDO,+34972 43 89 82,segarramaria-manuela@example.org,RURAL
5605056,Che Catalán Soler,2,2,F,2007-02-03,PASIVO,SOC08704,SOLTERO,+34883824291,tomasacozar@example.com,NORTE
4309444,Rebeca Bermúdez-Olmo,3,1,M,2010-06-06,JUBILADO,SOC08705,VIUDO,+34946 706 775,agudonieves@example.net,CENTRO
3095562,José Vidal Cifuentes,3,1,M,2011-10-19,PASIVO,SOC08706,CASADO,+34849890669,ucasares@example.net,SUR
4115519,José Mari de Carranza,4,2,F,2015-09-25,PASIVO,SOC08707,SOLTERO,+34888 88 91 08,benjamintrillo@example.org,CENTRO
3535031,Irene Gertrudis Comas Lucas,5,2,F,2022-12-22,JUBILADO,SOC08708,DIVORCIADO,+34911 186 375,tovarsalud@example.net,NORTE
5964571,Palmira del Bello,3,4,M,2017-06-06,PASIVO,SOC08709,SOLTERO,+34 884 269 671,aragonjose@example.net,CENTRO
4715535,Odalys Nicolasa Herrero Tomé,4,5,M,2011-07-27,JUBILADO,SOC08710,VIUDO,+34988811106,hernandooscar@example.com,VILLA
4483138,Ariel Crespo Miró,9,5,M,2003-01-09,JUBILADO,SOC08711,VIUDO,+34 848539810,maria-jose50@example.org,NORTE
2278127,Chuy de Terrón,5,2,F,2006-06-05,ACTIVO,SOC08712,SOLTERO,+34874 19 77 62,nvillalba@example.org,RURAL
3154927,Alejo Benito Bas Salas,2,5,F,2020-05-17,ACTIVO,SOC08713,DIVORCIADO,+34 822 33 49 26,maria-angeles00@example.org,VILLA
5694578,Martirio Herranz Blazquez,7,5,M,2004-10-27,ACTIVO,SOC08714,VIUDO,+34 873435248,jeremias44@example.com,RURAL
3144794,Ema Oliveras Torrecilla,1,2,M,2001-02-10,ACTIVO,SOC08715,VIUDO,+34873 64 13 53,dolores25@example.net,VILLA
5949271,Macaria Vilanova,2,7,F,2020-10-05,JUBILADO,SOC08716,CASADO,+34 975634652,pombogertrudis@example.org,VILLA
5585439,Amor Bilbao Salgado,5,7,M,2005-02-20,ACTIVO,SOC08717,DIVORCIADO,+34 960 651 427,cuestapatricio@example.com,VILLA
2729803,Octavia de Briones,1,4,M,2001-05-16,PASIVO,SOC08718,DIVORCIADO,+34 975 255 725,anselmosanjuan@example.org,RURAL
2796124,Lázaro Amando Fábregas Lopez,8,2,M,2005-04-24,JUBILADO,SOC08719,CASADO,+34888 29 16 78,aliagavilma@example.com,VILLA
4771260,Régulo Gámez Ballester,7,2,M,2010-08-18,JUBILADO,SOC08720,VIUDO,+34850 793 485,reinaldo65@example.com,SUR
4898635,Ainoa María Jesús Vilanova Pinto,5,1,F,2006-09-05,JUBILADO,SOC08721,VIUDO,+34825009127,salmeronjose-miguel@example.net,RURAL
4916663,Emilio Iglesias Casals,3,2,M,2012-11-21,JUBILADO,SOC08722,DIVORCIADO,+34800 46 73 05,domingosomoza@example.net,NORTE
5482684,Hector de Rosales,7,7,F,2007-06-09,PASIVO,SOC08723,SOLTERO,+34882 870 192,adancisneros@example.net,SUR
2170776,Federico Peñas-Alcalde,1,5,F,2012-06-02,PASIVO,SOC08724,SOLTERO,+34 872 769 095,ricojuana@example.org,SUR
5428444,Duilio Ojeda Agustín,2,5,F,2016-07-24,JUBILADO,SOC08725,SOLTERO,+34 848 803 282,jsuarez@example.org,CENTRO
5753130,Pablo Berto Miranda Pedro,2,1,M,2000-07-02,JUBILADO,SOC08726,SOLTERO,+34 942 92 35 79,noarueda@example.com,CENTRO
3771580,Valentín Apolinar Marí Pomares,2,4,F,2020-08-04,JUBILADO,SOC08727,VIUDO,+34 821867999,elvira72@example.org,RURAL
2106810,Darío Plinio Duran Andrade,6,5,F,2008-01-10,ACTIVO,SOC08728,DIVORCIADO,+34 948 476 092,jonatancaparros@example.net,NORTE
5900193,Noemí Figueroa-Ramos,8,6,M,2012-03-03,ACTIVO,SOC08729,DIVORCIADO,+34 971 48 90 97,javier86@example.net,NORTE
2707539,Telmo Cobo,5,7,M,2020-05-24,JUBILADO,SOC08730,DIVORCIADO,+34876397779,minguezfaustino@example.com,SUR
5035520,Eligio Gallardo Rosales,7,5,F,2018-12-09,JUBILADO,SOC08731,CASADO,+34 815 19 47 42,mateuplinio@example.com,NORTE
5599917,Clemente Ródenas Blanes,3,3,M,2007-04-17,ACTIVO,SOC08732,SOLTERO,+34902 636 292,cjove@example.com,NORTE
2655882,Amarilis Diez-Raya,8,7,F,2020-08-30,PASIVO,SOC08733,SOLTERO,+34 922 89 55 47,mirandaanita@example.com,CENTRO
2631583,Nayara Molins Pastor,4,4,F,2000-03-05,PASIVO,SOC08734,SOLTERO,+34811 956 773,salgadomaxi@example.org,VILLA
3668388,Rocío Fortuny Berrocal,6,9,F,2000-07-24,ACTIVO,SOC08735,CASADO,+34887 50 23 03,vilaplanaluisina@example.com,SUR
5286867,Dan de Prieto,2,4,M,2004-01-08,PASIVO,SOC08736,CASADO,+34884 39 84 91,buenoeutropio@example.net,CENTRO
4710101,María Cristina Álvarez Burgos,8,7,M,2016-08-21,JUBILADO,SOC08737,SOLTERO,+34 881293909,baqueroglauco@example.org,RURAL
2382298,María Carmen Ramón Amat,2,5,M,2016-11-14,ACTIVO,SOC08738,SOLTERO,+34824250589,nchaparro@example.com,NORTE
5932326,Cruz Carreño Mariscal,9,9,M,2002-10-18,ACTIVO,SOC08739,DIVORCIADO,+34 975939104,belen24@example.com,VILLA
3639873,Eusebia Goicoechea Font,9,5,F,2006-11-14,ACTIVO,SOC08740,VIUDO,+34 882 289 216,quintanaamelia@example.org,CENTRO
4225096,Erasmo Benitez Coronado,7,4,M,2015-10-19,ACTIVO,SOC08741,DIVORCIADO,+34 826 24 14 11,kpizarro@example.net,RURAL
4269942,Jacobo Macías Valero,4,3,F,2022-12-18,JUBILADO,SOC08742,CASADO,+34806 18 58 76,fabricioespada@example.org,VILLA
2247683,Zoraida de Villaverde,4,2,F,2015-12-05,PASIVO,SOC08743,CASADO,+34 943 98 79 12,almudena30@example.com,CENTRO
2211531,Dulce Pulido Galan,2,1,F,2000-05-14,JUBILADO,SOC08744,VIUDO,+34868 746 484,otilia63@example.net,SUR
5083654,Tecla de Moliner,1,4,M,2019-02-06,JUBILADO,SOC08745,SOLTERO,+34921036952,luisina33@example.com,CENTRO
4185520,Daniel del Bonet,5,5,F,2017-05-25,PASIVO,SOC08746,VIUDO,+34823 67 50 78,torrensconsuela@example.org,SUR
4852211,Cecilia Múñiz Maza,9,5,F,2018-01-29,ACTIVO,SOC08747,DIVORCIADO,+34 883 859 741,ripolldamian@example.org,SUR
3919408,Francisco Sánchez-Asenjo,3,2,F,2009-10-08,ACTIVO,SOC08748,CASADO,+34 883 237 714,ralfaro@example.com,NORTE
2704119,Leyre Nicolau Guardia,3,2,F,2000-11-18,ACTIVO,SOC08749,VIUDO,+34 806 242 005,candelariaherrero@example.org,CENTRO
2049927,Severo Maza Marqués,6,4,M,2015-09-23,JUBILADO,SOC08750,CASADO,+34849 248 666,susanitamorcillo@example.org,VILLA
3623504,Jacinto Hernando Amorós Blanes,1,7,M,2008-02-16,PASIVO,SOC08751,VIUDO,+34880 02 14 84,hozesmeralda@example.org,SUR
2887977,Lorena del Hernandez,6,5,F,2007-01-18,ACTIVO,SOC08752,DIVORCIADO,+34 881044745,brunoacevedo@example.com,SUR
2537060,Macario Casado Adadia,1,1,F,2020-06-03,PASIVO,SOC08753,CASADO,+34 922356711,monica34@example.org,CENTRO
3397705,Esmeralda Cánovas Durán,1,2,F,2008-11-07,JUBILADO,SOC08754,SOLTERO,+34 988 649 860,vconesa@example.net,NORTE
3522243,Víctor Lillo Valenciano,9,7,F,2014-04-05,JUBILADO,SOC08755,CASADO,+34 631724866,rocio81@example.com,NORTE
3131011,Santos Cal Araujo,3,7,F,2006-05-08,PASIVO,SOC08756,SOLTERO,+34 849 95 54 86,wplanas@example.com,CENTRO
2742445,Ruy Bayona Villena,8,5,M,2000-06-19,JUBILADO,SOC08757,SOLTERO,+34 942 75 97 54,torreherberto@example.org,RURAL
4864692,Rosa María Gordillo Garcés,4,6,F,2016-08-31,ACTIVO,SOC08758,CASADO,+34927644674,correacamila@example.org,NORTE
2534920,Francisco Samper-Montoya,5,2,F,2009-12-17,PASIVO,SOC08759,SOLTERO,+34 949 18 39 34,nmonreal@example.com,RURAL
4762639,Modesto Quintana Tolosa,6,4,F,2015-11-07,PASIVO,SOC08760,DIVORCIADO,+34 872 516 699,guillermo07@example.net,RURAL
4124227,Arsenio Ferrera Llanos,5,5,F,2014-04-27,ACTIVO,SOC08761,VIUDO,+34 979374749,candelarioelias@example.net,VILLA
2133279,Ximena Lorenza Uría Vázquez,8,6,F,2014-08-20,JUBILADO,SOC08762,DIVORCIADO,+34987 311 465,dpi@example.net,NORTE
2910634,Melania Julie Dávila Cantón,7,2,M,2001-03-09,JUBILADO,SOC08763,VIUDO,+34925 490 280,aranzazu65@example.net,VILLA
5500657,Paulino Parejo Tormo,8,3,M,2014-07-09,ACTIVO,SOC08764,CASADO,+34975 308 386,rosaura41@example.com,VILLA
5593947,Adelardo Sanabria Salom,2,7,M,2001-09-29,ACTIVO,SOC08765,SOLTERO,+34 800 89 56 78,nadiaespinosa@example.com,VILLA
3718971,Emigdio Goicoechea Jódar,2,8,M,2014-11-07,JUBILADO,SOC08766,CASADO,+34 918 74 20 15,mzorrilla@example.net,RURAL
4888198,Eduardo Palomar Montalbán,6,5,F,2017-08-16,ACTIVO,SOC08767,DIVORCIADO,+34 902790809,sansjoaquina@example.org,SUR
3610477,Domitila Sarabia-Gisbert,4,4,F,2001-01-09,JUBILADO,SOC08768,DIVORCIADO,+34 847673523,xosorio@example.org,NORTE
2973853,Pedro Batalla Castañeda,4,2,M,2006-06-06,JUBILADO,SOC08769,SOLTERO,+34971233889,custodiacasares@example.com,SUR
3548450,María Teresa Ribera Manjón,8,7,F,2016-04-19,PASIVO,SOC08770,CASADO,+34975 78 71 92,chusbonet@example.org,VILLA
3329795,Lucila Prats Llanos,3,4,F,2006-08-25,ACTIVO,SOC08771,CASADO,+34 977 06 71 54,valeromaria-cristina@example.org,CENTRO
5981860,Flavio Sevilla Exposito,2,2,M,2007-08-25,PASIVO,SOC08772,CASADO,+34971592899,escribanoeutimio@example.net,VILLA
2055926,Catalina Huertas Donaire,7,2,M,2021-03-13,PASIVO,SOC08773,SOLTERO,+34877033618,rosendamateu@example.com,VILLA
4032652,Chema Menéndez Camino,9,3,F,2004-04-09,ACTIVO,SOC08774,DIVORCIADO,+34 885 236 528,ecolom@example.com,NORTE
2801233,Apolinar del Camps,3,2,F,2014-01-29,ACTIVO,SOC08775,CASADO,+34 868 094 728,carlossegui@example.com,CENTRO
3695245,Elpidio Piñol Caro,6,7,F,2017-11-15,PASIVO,SOC08776,CASADO,+34973 208 534,hroura@example.net,VILLA
3049422,Cristian Iriarte-Toledo,2,2,F,2020-01-21,ACTIVO,SOC08777,DIVORCIADO,+34 980 55 31 07,nmoya@example.net,SUR
5447554,Charo Cabeza Mateu,2,1,M,2010-08-01,JUBILADO,SOC08778,CASADO,+34948 07 40 93,xamat@example.org,VILLA
3208108,Remigio Mas Cuevas,5,8,F,2007-09-20,ACTIVO,SOC08779,DIVORCIADO,+34 925854819,robleselpidio@example.net,VILLA
3262432,Sabas Ripoll Viana,1,5,M,2002-11-21,PASIVO,SOC08780,SOLTERO,+34 828333588,modesto52@example.org,SUR
3235171,Ximena Blázquez Moliner,7,5,M,2008-09-19,PASIVO,SOC08781,VIUDO,+34806 25 95 90,florencioarevalo@example.org,NORTE
2600603,Victorino Buendía Salvador,2,4,F,2014-01-06,ACTIVO,SOC08782,SOLTERO,+34 842043636,alejandra90@example.org,SUR
4274432,Daniel Ruano Sanjuan,3,8,M,2005-02-25,PASIVO,SOC08783,CASADO,+34885886197,marinaquerol@example.org,VILLA
4535837,Benigno Pagès-Sáez,1,2,M,2015-09-12,PASIVO,SOC08784,DIVORCIADO,+34886 53 15 37,pinedoberto@example.org,VILLA
4879159,Berto Cañas Prat,3,5,F,2022-08-23,PASIVO,SOC08785,VIUDO,+34 880 079 672,nereacanales@example.com,SUR
3693368,Édgar Sánchez Palacios,1,1,F,2011-03-21,ACTIVO,SOC08786,CASADO,+34883981255,btorrent@example.net,RURAL
3434274,Félix del Almazán,5,2,M,2005-06-09,PASIVO,SOC08787,DIVORCIADO,+34 844 460 693,lope03@example.com,NORTE
2960796,Wálter Amaya Bartolomé,4,5,F,2008-11-01,PASIVO,SOC08788,CASADO,+34 981 848 603,francisco92@example.net,NORTE
3900580,Baudelio Avilés Millán,5,5,F,2012-12-14,PASIVO,SOC08789,DIVORCIADO,+34 926 517 232,teobaldo41@example.net,NORTE
4136689,Toribio Izquierdo Blázquez,2,3,M,2019-04-28,JUBILADO,SOC08790,CASADO,+34974 55 29 18,carmelo03@example.org,NORTE
5322719,Rosendo Fernando Estevez Porras,7,4,F,2012-02-11,ACTIVO,SOC08791,CASADO,+34 924 742 853,purificacionleiva@example.org,RURAL
5629160,Jose Miguel de Franco,2,5,M,2008-06-30,JUBILADO,SOC08792,SOLTERO,+34 979 53 01 57,muroolga@example.com,NORTE
3571506,Toribio de Pedrosa,5,9,F,2019-11-18,PASIVO,SOC08793,SOLTERO,+34 833 38 57 33,nabril@example.net,NORTE
3069801,Nazario Pla,6,4,M,2005-12-31,PASIVO,SOC08794,CASADO,+34 820 219 252,htorre@example.org,CENTRO
2803505,Fulgencio de Santamaría,2,2,M,2013-01-16,JUBILADO,SOC08795,CASADO,+34 944 53 23 89,maria-cristinaarranz@example.net,CENTRO
