CUENTA,CARNET,FAPERTURA,TIPO_CUENTA,ESTADO_CUENTA,SALDO_ACTUAL,PLAZO_MESES,TASA_INTERES,FECHA_CIERRE
2-107-45272-2,3932452,2002-12-10,APORTE,INACTIVA,82377.75,12,0.093,
7-108-74971-3,5913972,2009-08-19,CRÉDITO,CERRADA,34311.21,12,0.013,
9-102-94766-5,3317199,2003-06-03,APORTE,ACTIVA,71301.99,6,0.078,
3-103-23268-5,5202521,2020-08-11,CRÉDITO,CERRADA,85128.39,0,0.019,
6-101-89723-9,3034316,2001-08-29,AHORRO,CERRADA,1224.92,6,0.061,
2-102-45242-4,3629145,2017-03-28,AHORRO,INACTIVA,12887.34,6,0.047,
7-100-69442-1,5797678,2009-04-09,APORTE,INACTIVA,32637.56,36,0.026,
8-104-62286-4,4138704,2012-02-29,CRÉDITO,CERRADA,23908.01,36,0.03,
4-101-81917-1,2001588,2021-01-16,CRÉDITO,ACTIVA,68530.39,6,0.024,
6-109-82566-2,2876843,2019-03-06,APORTE,INACTIVA,80719.16,36,0.083,
3-103-33822-2,3987722,2014-11-05,APORTE,ACTIVA,90966.36,6,0.054,
2-103-69255-3,4046708,2006-05-08,APORTE,CERRADA,1479.1,36,0.066,
4-102-90768-7,3698023,2002-03-07,CRÉDITO,INACTIVA,13938.04,12,0.086,
2-109-10440-7,2286369,2014-09-12,AHORRO,CERRADA,35522.64,24,0.068,
5-105-23934-2,3582987,2000-06-02,AHORRO,ACTIVA,2501.37,0,0.021,
5-103-92626-9,5494968,2005-06-03,AHORRO,INACTIVA,83123.42,36,0.037,
6-106-99400-7,2958521,2010-04-02,APORTE,INACTIVA,34988.09,12,0.047,
6-102-47213-9,5958284,2018-07-09,CRÉDITO,ACTIVA,91004.93,12,0.09,
8-101-39079-6,5334418,2020-05-17,AHORRO,CERRADA,35181.38,24,0.106,
8-109-35621-9,2361045,2011-02-11,AHORRO,ACTIVA,11826.75,36,0.018,
2-106-18484-9,3928562,2007-02-19,APORTE,ACTIVA,89030.25,36,0.014,
2-101-43687-1,2261493,2018-08-18,AHORRO,CERRADA,81815.21,6,0.017,
8-101-52413-5,5485288,2005-07-18,AHORRO,CERRADA,12971.62,12,0.028,
8-104-45406-3,4575770,2007-02-14,APORTE,ACTIVA,34945.81,0,0.023,
6-105-34498-5,2231241,2019-02-04,APORTE,INACTIVA,64993.77,6,0.113,
9-106-10089-8,5096402,2013-11-08,APORTE,INACTIVA,92409.38,24,0.055,
7-102-98366-4,3636475,2000-11-12,AHORRO,CERRADA,45455.04,36,0.061,
5-109-90681-3,3424246,2017-04-29,APORTE,INACTIVA,59105.42,0,0.077,
2-104-44033-8,5540796,2000-09-18,CRÉDITO,CERRADA,78166.17,36,0.098,
8-108-23385-2,5916056,2008-04-09,AHORRO,ACTIVA,32235.95,12,0.05,
4-102-51857-5,3205286,2017-01-18,APORTE,ACTIVA,88815.26,6,0.097,
9-107-40751-9,4198838,2021-09-02,CRÉDITO,CERRADA,72741.44,24,0.063,
2-107-44171-5,4611213,2010-03-22,CRÉDITO,INACTIVA,97598.66,0,0.087,
8-100-46479-8,3186106,2005-09-25,CRÉDITO,INACTIVA,6527.06,12,0.021,
1-107-92861-8,4734391,2013-01-04,APORTE,INACTIVA,59519.92,12,0.038,
7-101-17027-6,5820788,2012-03-25,APORTE,INACTIVA,111.65,36,0.071,
9-104-79355-9,4003395,2022-12-27,AHORRO,INACTIVA,78508.37,24,0.077,
3-104-31144-7,5655648,2022-01-11,CRÉDITO,ACTIVA,75956.45,24,0.054,
8-100-24133-8,5694128,2009-11-11,CRÉDITO,ACTIVA,70350.36,6,0.113,
7-106-55516-8,3545974,2007-12-16,APORTE,INACTIVA,80784.43,36,0.074,
7-108-95242-1,5572399,2006-05-12,AHORRO,CERRADA,8397.58,12,0.036,
7-109-84243-8,4590342,2018-07-15,APORTE,CERRADA,80025.45,6,0.108,
3-103-76142-7,4980299,2002-10-30,CRÉDITO,INACTIVA,6263.52,24,0.018,
6-102-90678-7,4991434,2006-03-25,AHORRO,CERRADA,6252.14,36,0.089,
9-107-28126-1,2907846,2000-10-11,AHORRO,CERRADA,46957.69,36,0.07,
6-103-77407-6,2386414,2019-08-17,APORTE,INACTIVA,20214.27,6,0.117,
5-108-34002-9,5354430,2019-12-24,APORTE,INACTIVA,60750.6,12,0.024,
7-104-81094-7,3482751,2014-07-19,CRÉDITO,CERRADA,83028.53,0,0.066,
1-101-20896-7,4145834,2008-01-23,CRÉDITO,INACTIVA,54523.15,6,0.028,
6-108-50385-9,5232968,2018-04-18,CRÉDITO,CERRADA,34380.55,12,0.082,
1-103-41315-7,3936226,2007-11-17,CRÉDITO,INACTIVA,8575.4,12,0.087,
6-103-62347-7,4948192,2022-02-05,AHORRO,CERRADA,79732.13,36,0.032,
5-105-72540-2,5370621,2020-04-22,AHORRO,CERRADA,12564.79,6,0.064,
9-106-30753-3,5396834,2009-10-11,AHORRO,CERRADA,21165.39,12,0.022,
6-100-57699-1,4207541,2017-07-28,APORTE,ACTIVA,57330.98,0,0.061,
3-105-95382-1,2477007,2017-10-04,CRÉDITO,CERRADA,28195.06,36,0.068,
4-108-61756-6,3071688,2016-06-24,APORTE,CERRADA,82318.31,0,0.092,
1-102-32290-1,5382212,2001-03-02,CRÉDITO,INACTIVA,51340.18,0,0.108,
9-108-23716-8,5276552,2009-05-17,CRÉDITO,CERRADA,27645.81,0,0.107,
1-109-32178-3,4682163,2015-03-08,APORTE,CERRADA,43972.76,6,0.065,
4-103-61617-4,4402863,2020-11-02,APORTE,INACTIVA,79636.73,0,0.095,
2-106-46379-2,3434393,2017-06-10,APORTE,ACTIVA,87017.95,6,0.032,
1-103-95627-5,5468961,2008-03-06,CRÉDITO,CERRADA,75042.96,24,0.093,
5-107-12300-5,5136199,2012-09-01,APORTE,ACTIVA,90423.76,36,0.092,
7-107-86343-9,2856888,2012-07-23,AHORRO,INACTIVA,89836.51,6,0.087,
3-109-49463-2,4441301,2023-03-22,AHORRO,CERRADA,97340.39,24,0.088,
2-105-22626-6,4806584,2006-02-19,AHORRO,CERRADA,1934.15,12,0.04,
5-103-39918-4,3228217,2014-12-21,AHORRO,CERRADA,8324.33,12,0.118,
1-106-41823-9,3822648,2013-04-05,CRÉDITO,INACTIVA,38381.86,24,0.096,
3-100-85593-7,3070721,2014-04-09,CRÉDITO,INACTIVA,95072.83,0,0.05,
2-107-27031-3,5974718,2016-05-29,APORTE,CERRADA,98138.98,12,0.038,
3-105-61292-5,3170236,2003-08-28,APORTE,INACTIVA,7757.7,12,0.052,
8-102-59336-5,4097054,2013-12-19,CRÉDITO,INACTIVA,55561.02,6,0.026,
8-109-66698-6,5635553,2008-05-12,APORTE,CERRADA,68038.15,24,0.099,
7-102-68995-3,3480714,2017-03-27,AHORRO,ACTIVA,62310.57,36,0.086,
1-107-75101-6,4868537,2002-12-04,CRÉDITO,CERRADA,20275.03,24,0.104,
4-106-31957-5,2381354,2001-11-08,APORTE,INACTIVA,61456.67,12,0.04,
3-100-54962-5,2114885,2013-03-16,CRÉDITO,INACTIVA,24133.48,0,0.119,
8-102-46270-8,2241845,2020-09-01,APORTE,CERRADA,92368.75,6,0.03,
9-103-76639-1,2952933,2018-04-01,CRÉDITO,CERRADA,86707.26,36,0.013,
6-104-32086-3,2565972,2021-10-26,APORTE,INACTIVA,97276.35,6,0.049,
1-107-94275-4,2895204,2009-11-08,CRÉDITO,CERRADA,64721.87,6,0.103,
9-103-66499-5,3991425,2021-05-21,APORTE,INACTIVA,428.24,12,0.062,
9-100-21309-6,4694640,2015-06-14,CRÉDITO,ACTIVA,66555.78,12,0.088,
1-108-53076-4,4211726,2004-11-28,CRÉDITO,CERRADA,1427.37,12,0.054,
4-105-34380-6,5018103,2006-05-21,APORTE,CERRADA,81781.14,24,0.061,
6-109-91595-9,4165816,2005-11-16,AHORRO,ACTIVA,25067.02,36,0.101,
4-104-20335-7,4565121,2019-10-31,CRÉDITO,CERRADA,11649.18,0,0.094,
4-106-14112-9,4536996,2007-06-07,APORTE,INACTIVA,74632.99,0,0.092,
4-107-47550-5,4325217,2012-09-12,CRÉDITO,INACTIVA,20913.48,6,0.054,
1-106-65178-6,3746928,2013-10-07,AHORRO,CERRADA,48131.24,0,0.067,
7-103-62497-4,5010661,2004-01-13,APORTE,CERRADA,29376.98,6,0.018,
5-101-93186-7,5268328,2014-04-07,CRÉDITO,INACTIVA,48479.84,12,0.013,
6-103-35111-1,4762633,2023-02-22,CRÉDITO,INACTIVA,85004.69,12,0.087,
9-102-93681-4,3029308,2021-12-07,CRÉDITO,CERRADA,92740.08,12,0.062,
1-105-70317-4,3164645,2018-02-11,AHORRO,INACTIVA,57278.6,24,0.059,
4-102-78858-8,3452761,2014-06-06,AHORRO,CERRADA,67017.94,6,0.057,
2-105-20922-3,4689757,2020-02-17,CRÉDITO,ACTIVA,93887.22,6,0.057,
3-106-22237-8,4660324,2007-12-18,CRÉDITO,INACTIVA,32792.85,0,0.085,
8-107-76133-8,2787808,2019-04-09,AHORRO,INACTIVA,95131.2,0,0.097,
6-105-42881-6,5846805,2001-07-20,APORTE,INACTIVA,47415.26,6,0.082,
2-106-20704-9,3779296,2003-12-26,AHORRO,CERRADA,178.5,12,0.068,
9-105-24173-4,2759294,2017-05-19,CRÉDITO,ACTIVA,44200.73,36,0.109,
6-100-98310-8,2202849,2017-08-02,APORTE,ACTIVA,40753.68,36,0.057,
2-100-64009-2,3583832,2007-07-16,APORTE,ACTIVA,91251.49,24,0.062,
4-100-52176-9,3185938,2000-12-03,CRÉDITO,ACTIVA,3398.36,12,0.02,
5-100-17075-2,2189256,2014-03-03,CRÉDITO,CERRADA,22798.75,24,0.104,
1-100-49494-6,4268694,2008-03-27,AHORRO,INACTIVA,26715.12,12,0.119,
6-108-71825-3,5140257,2020-12-10,AHORRO,INACTIVA,25517.73,12,0.099,
1-103-94021-7,3137334,2004-10-23,CRÉDITO,CERRADA,5475.37,0,0.046,
7-101-12410-3,4183013,2014-03-15,APORTE,ACTIVA,44546.36,0,0.116,
5-102-98944-9,5590549,2011-07-25,CRÉDITO,CERRADA,21654.53,0,0.111,
8-109-28191-8,2615301,2016-12-31,AHORRO,ACTIVA,27994.67,36,0.105,
1-103-57265-9,2350695,2018-03-12,CRÉDITO,ACTIVA,43655.67,6,0.099,
1-104-26519-3,5243053,2014-04-16,CRÉDITO,INACTIVA,69921.87,0,0.102,
9-108-84786-9,2720304,2001-04-08,CRÉDITO,CERRADA,95876.54,36,0.02,
3-102-47137-6,4495225,2003-09-11,CRÉDITO,INACTIVA,64150.15,36,0.019,
2-103-90214-7,2379806,2002-03-19,APORTE,ACTIVA,72329.33,12,0.115,
6-109-50654-3,3380567,2010-10-08,AHORRO,CERRADA,56945.6,36,0.052,
1-104-67621-7,2347805,2004-08-30,AHORRO,INACTIVA,35655.77,24,0.085,
3-103-54104-7,4210100,2007-10-11,CRÉDITO,CERRADA,72257.79,0,0.035,
6-101-77207-8,4913853,2002-11-16,AHORRO,ACTIVA,33618.71,0,0.071,
8-105-60192-9,2724291,2012-05-14,APORTE,INACTIVA,24014.13,0,0.038,
6-101-10934-8,4151448,2012-01-23,AHORRO,ACTIVA,18154.1,12,0.034,
5-100-29326-6,5134803,2008-08-06,CRÉDITO,INACTIVA,2982.53,6,0.062,
3-106-13074-4,3293178,2009-12-03,APORTE,INACTIVA,16981.91,6,0.013,
2-106-56910-7,5252339,2017-10-04,CRÉDITO,INACTIVA,83049.38,24,0.044,
1-109-25291-7,5468699,2002-09-15,AHORRO,ACTIVA,24420.66,24,0.116,
9-109-80736-5,5982340,2008-01-08,CRÉDITO,INACTIVA,62610.91,36,0.036,
2-105-92784-9,2598359,2006-08-17,APORTE,INACTIVA,76593.48,12,0.106,
2-109-90451-1,4013449,2018-04-20,APORTE,CERRADA,96563.11,0,0.025,
1-103-75938-8,2927192,2021-09-26,AHORRO,CERRADA,72152.39,36,0.026,
6-108-10732-4,5763059,2015-11-19,AHORRO,ACTIVA,47540.01,24,0.062,
4-101-75354-6,5776942,2007-11-17,APORTE,INACTIVA,81507.41,6,0.062,
2-108-10628-3,2670504,2010-01-01,CRÉDITO,INACTIVA,56864.03,24,0.069,
2-102-49689-3,2750288,2009-03-19,AHORRO,ACTIVA,78155.61,24,0.011,
3-109-17312-4,2141040,2013-11-08,CRÉDITO,CERRADA,67362.58,12,0.08,
9-105-93323-6,2108011,2002-01-06,APORTE,ACTIVA,48057.08,36,0.103,
9-108-66189-5,4501032,2017-05-09,CRÉDITO,CERRADA,54697.7,6,0.067,
1-109-44059-4,4035075,2023-11-08,CRÉDITO,INACTIVA,43196.57,36,0.072,
6-106-58080-5,2363188,2005-12-30,AHORRO,INACTIVA,66842.17,0,0.119,
4-101-57192-3,4064934,2009-03-21,APORTE,CERRADA,33124.59,6,0.035,
2-103-52318-1,3762503,2000-02-01,CRÉDITO,ACTIVA,1452.85,24,0.078,
8-101-14521-5,3234909,2012-04-16,AHORRO,INACTIVA,92561.88,6,0.107,
3-102-17807-6,2389216,2009-04-06,AHORRO,ACTIVA,49808.19,12,0.015,
2-100-10380-6,3458683,2004-05-07,APORTE,INACTIVA,94993.01,12,0.047,
6-107-66644-8,4963533,2015-10-09,AHORRO,CERRADA,76195.0,36,0.072,
9-105-30340-5,5667568,2012-04-28,CRÉDITO,INACTIVA,59083.03,0,0.111,
5-100-55868-2,5909883,2005-11-03,CRÉDITO,CERRADA,48451.8,6,0.106,
2-101-59479-6,5470321,2005-12-11,AHORRO,ACTIVA,84136.63,12,0.094,
6-108-41564-7,5367965,2013-03-15,CRÉDITO,INACTIVA,41379.61,24,0.053,
6-107-53354-4,4467752,2013-12-26,CRÉDITO,ACTIVA,46251.85,12,0.012,
5-103-83188-6,3923838,2004-12-15,APORTE,CERRADA,31071.73,24,0.111,
7-101-14657-3,4197546,2023-03-22,APORTE,INACTIVA,21057.96,24,0.02,
3-102-41284-9,5285181,2010-03-14,CRÉDITO,ACTIVA,52363.71,12,0.103,
2-102-26596-4,4986385,2017-08-15,AHORRO,CERRADA,67775.29,12,0.063,
1-103-89109-8,5464922,2017-10-29,AHORRO,INACTIVA,19672.68,6,0.036,
6-107-94913-1,2188026,2011-08-14,APORTE,ACTIVA,49212.19,36,0.039,
9-104-26621-5,2675317,2023-08-10,CRÉDITO,INACTIVA,79842.19,0,0.093,
9-102-13703-7,5675520,2006-08-10,APORTE,CERRADA,43418.77,0,0.036,
1-106-39670-2,3868820,2022-11-16,APORTE,INACTIVA,31952.72,0,0.09,
3-106-50950-7,2055454,2016-08-28,APORTE,INACTIVA,74586.56,36,0.104,
4-107-89067-5,4626193,2002-07-20,CRÉDITO,ACTIVA,58022.67,0,0.046,
2-102-13015-3,5522240,2017-04-16,AHORRO,INACTIVA,31064.04,12,0.018,
3-100-32897-1,2553952,2013-04-30,AHORRO,CERRADA,73516.78,12,0.03,
6-107-28577-2,5851813,2007-09-02,CRÉDITO,CERRADA,97577.74,6,0.04,
7-100-20036-2,3200978,2003-11-07,AHORRO,CERRADA,97957.29,12,0.035,
6-106-15645-7,2435727,2006-09-09,CRÉDITO,INACTIVA,59683.39,24,0.096,
8-102-27832-6,3055205,2019-06-23,APORTE,ACTIVA,76267.61,36,0.108,
1-105-25648-4,2912903,2014-04-29,APORTE,CERRADA,78419.51,6,0.097,
7-101-35887-6,2083746,2005-10-04,AHORRO,CERRADA,94309.92,24,0.054,
9-106-11495-9,4962906,2010-11-03,AHORRO,INACTIVA,25147.64,24,0.035,
4-104-46072-7,3938292,2007-03-30,APORTE,CERRADA,17598.12,6,0.024,
5-103-78905-7,3744621,2018-02-15,APORTE,CERRADA,6743.24,6,0.012,
4-108-63009-4,3853396,2011-07-16,AHORRO,CERRADA,48999.36,36,0.034,
6-108-52821-4,4420988,2001-11-27,AHORRO,CERRADA,53262.17,12,0.113,
2-105-32693-4,3486035,2006-04-10,AHORRO,INACTIVA,42063.5,36,0.016,
8-101-66526-6,3982995,2001-11-07,APORTE,INACTIVA,41969.84,0,0.076,
4-101-17938-6,5247706,2011-12-11,AHORRO,CERRADA,96233.11,24,0.078,
4-109-78680-8,2018182,2005-04-19,APORTE,INACTIVA,19094.81,6,0.105,
9-103-72021-7,3842223,2010-07-07,AHORRO,ACTIVA,79322.55,6,0.077,
2-102-39429-9,3166543,2014-10-11,APORTE,INACTIVA,69232.04,12,0.037,
3-101-76647-3,4818693,2010-04-25,AHORRO,INACTIVA,72872.1,0,0.106,
6-104-29373-2,3381917,2004-08-17,CRÉDITO,INACTIVA,83548.49,0,0.039,
6-100-73630-1,2753863,2016-04-22,APORTE,INACTIVA,12019.54,24,0.041,
8-102-53360-2,4501092,2021-02-25,CRÉDITO,CERRADA,67987.27,24,0.031,
1-106-29821-9,4895258,2000-12-08,CRÉDITO,CERRADA,34149.74,6,0.093,
1-108-19560-8,5100268,2016-07-21,AHORRO,INACTIVA,44989.11,24,0.058,
5-108-76908-2,3774804,2012-02-01,AHORRO,INACTIVA,41454.34,36,0.057,
8-101-82951-8,2247517,2004-09-23,APORTE,CERRADA,91861.57,6,0.108,
1-103-55168-5,5751740,2018-08-19,APORTE,INACTIVA,44755.17,24,0.065,
2-106-69055-9,4941727,2008-04-22,APORTE,ACTIVA,68531.65,6,0.073,
6-108-25524-6,2167561,2023-12-19,APORTE,INACTIVA,20970.03,12,0.102,
3-109-62531-3,5620596,2015-03-20,APORTE,INACTIVA,2232.17,0,0.112,
9-108-91812-4,4965146,2007-08-29,CRÉDITO,CERRADA,72284.26,6,0.109,
9-108-92564-3,4314419,2012-07-24,AHORRO,INACTIVA,58718.2,24,0.085,
9-103-89470-9,2111661,2023-12-30,CRÉDITO,CERRADA,78952.31,0,0.012,
9-101-92907-9,4122517,2013-12-11,AHORRO,CERRADA,76230.4,6,0.036,
8-101-47110-9,3235689,2012-05-07,APORTE,INACTIVA,84730.52,6,0.074,
6-105-49782-7,5761664,2019-08-07,CRÉDITO,ACTIVA,61418.73,6,0.016,
6-109-12131-5,4375922,2015-12-13,CRÉDITO,CERRADA,78210.27,12,0.038,
2-107-30183-9,5337977,2006-03-24,AHORRO,ACTIVA,57183.48,6,0.098,
2-105-93621-2,2995843,2015-09-19,APORTE,INACTIVA,71130.43,36,0.016,
6-108-49648-6,2338350,2019-10-02,AHORRO,CERRADA,44303.29,0,0.057,
4-108-89598-4,5008850,2006-08-22,CRÉDITO,CERRADA,27066.65,12,0.043,
4-107-52272-8,5451383,2000-07-08,AHORRO,INACTIVA,8834.47,24,0.09,
1-105-91405-9,3508437,2018-05-27,AHORRO,CERRADA,53138.74,12,0.058,
9-106-85619-6,3098027,2014-07-27,APORTE,CERRADA,80762.96,12,0.11,
9-107-68130-9,2184148,2023-04-17,CRÉDITO,ACTIVA,2414.93,12,0.118,
9-102-77347-3,2982344,2010-08-29,AHORRO,CERRADA,15219.09,12,0.047,
8-106-49253-8,3751170,2003-08-29,APORTE,CERRADA,23936.17,36,0.045,
2-106-64453-2,2260714,2012-12-20,CRÉDITO,INACTIVA,96999.51,12,0.11,
8-106-69139-7,5685419,2013-03-25,APORTE,CERRADA,31424.07,12,0.105,
4-107-99722-1,5389028,2016-09-15,CRÉDITO,ACTIVA,80838.04,0,0.075,
4-102-38903-6,5828972,2008-11-20,CRÉDITO,ACTIVA,80771.71,24,0.093,
8-105-68544-8,4661170,2009-05-24,CRÉDITO,ACTIVA,54499.31,36,0.066,
1-105-19094-3,2702557,2007-01-10,APORTE,ACTIVA,26306.72,24,0.119,
7-108-27775-6,5403928,2022-04-06,AHORRO,INACTIVA,59403.47,6,0.059,
3-105-86347-8,3205309,2007-10-31,APORTE,CERRADA,83641.5,6,0.019,
3-101-88672-7,3398928,2019-12-17,AHORRO,CERRADA,87906.68,12,0.039,
3-109-48848-8,3255582,2021-11-26,APORTE,INACTIVA,61092.14,24,0.095,
8-101-27679-8,2329453,2019-09-15,AHORRO,INACTIVA,98038.82,36,0.092,
8-101-48879-8,5797718,2001-01-13,CRÉDITO,ACTIVA,43163.76,12,0.064,
7-108-73302-5,3100668,2007-07-28,APORTE,INACTIVA,36653.07,36,0.086,
1-108-84131-2,5972430,2020-06-02,APORTE,INACTIVA,93646.83,12,0.062,
6-102-57717-1,3631753,2019-11-18,CRÉDITO,INACTIVA,49027.72,24,0.085,
5-102-58254-6,2005365,2006-02-03,APORTE,ACTIVA,72137.87,24,0.084,
5-109-55232-5,5716390,2017-09-29,APORTE,INACTIVA,91680.82,6,0.076,
4-106-56569-5,3121164,2014-09-11,AHORRO,CERRADA,19381.49,0,0.082,
5-109-22914-5,3749869,2016-02-06,AHORRO,INACTIVA,2200.09,24,0.11,
6-109-15436-8,5750875,2023-11-30,AHORRO,CERRADA,33443.44,12,0.063,
5-106-69154-4,5006883,2022-08-11,APORTE,INACTIVA,72783.06,12,0.051,
4-107-59952-4,2906131,2022-12-14,AHORRO,ACTIVA,28816.01,0,0.081,
7-107-30273-1,3624976,2003-02-07,AHORRO,ACTIVA,30285.1,36,0.068,
2-102-90307-3,5676208,2012-09-13,APORTE,ACTIVA,80677.12,36,0.058,
9-108-82778-3,5169173,2005-12-30,CRÉDITO,INACTIVA,31321.24,0,0.062,
4-107-10165-4,3910254,2006-03-23,APORTE,INACTIVA,18062.49,24,0.07,
2-103-22438-1,2025216,2005-08-16,CRÉDITO,ACTIVA,63437.55,6,0.114,
8-106-16695-2,2766675,2020-02-25,APORTE,CERRADA,30957.12,0,0.032,
4-108-47172-3,2935018,2008-11-30,APORTE,CERRADA,73378.49,36,0.016,
6-104-20378-6,2420725,2016-06-01,APORTE,INACTIVA,676.64,36,0.018,
8-100-54823-4,4123190,2004-04-08,APORTE,CERRADA,54817.96,36,0.027,
8-100-70442-4,5132976,2003-10-19,APORTE,CERRADA,75617.29,0,0.025,
6-103-14510-8,2617617,2012-01-21,CRÉDITO,ACTIVA,32001.38,24,0.089,
7-107-11365-2,5456009,2008-08-21,CRÉDITO,CERRADA,43555.08,36,0.055,
8-108-37690-9,3218305,2012-02-15,APORTE,CERRADA,25345.18,0,0.06,
3-101-44887-1,4034830,2007-03-30,APORTE,ACTIVA,79424.08,12,0.014,
5-100-30097-8,5566853,2008-11-17,AHORRO,INACTIVA,35539.77,0,0.105,
9-105-14325-2,5866513,2013-01-30,AHORRO,INACTIVA,38736.61,24,0.093,
4-101-32682-5,3434542,2022-09-26,AHORRO,INACTIVA,90923.56,12,0.078,
4-101-92366-3,3399202,2009-05-16,CRÉDITO,CERRADA,66496.05,36,0.079,
6-108-52072-5,5621010,2020-12-27,APORTE,ACTIVA,53595.53,36,0.012,
1-106-58121-8,4029181,2021-07-11,APORTE,ACTIVA,16747.48,6,0.052,
3-108-35301-4,5630357,2000-02-08,AHORRO,INACTIVA,35494.94,6,0.095,
9-105-35260-3,4195928,2019-07-10,APORTE,CERRADA,91341.43,6,0.044,
5-101-45545-4,4770864,2011-04-30,CRÉDITO,ACTIVA,89836.71,36,0.051,
6-103-18147-8,4615010,2019-02-11,AHORRO,CERRADA,76623.9,0,0.044,
8-107-79589-9,5058450,2010-11-13,CRÉDITO,ACTIVA,24286.89,12,0.119,
7-104-76023-9,5263449,2002-05-29,AHORRO,INACTIVA,57239.29,0,0.057,
1-109-54079-6,5072493,2008-10-13,APORTE,INACTIVA,27260.45,36,0.048,
4-100-79618-2,5812164,2012-01-02,APORTE,CERRADA,19444.5,12,0.093,
6-102-72374-9,5308527,2019-10-01,CRÉDITO,ACTIVA,81575.22,36,0.074,
4-106-56191-8,4522932,2003-12-14,CRÉDITO,INACTIVA,25542.04,12,0.03,
1-107-98827-2,2748577,2013-03-19,AHORRO,INACTIVA,98467.6,36,0.109,
8-109-90152-4,3081654,2020-12-26,CRÉDITO,ACTIVA,22994.72,36,0.072,
5-108-87984-1,4965799,2002-03-04,APORTE,ACTIVA,37784.09,0,0.023,
2-103-45007-3,5882165,2002-04-10,APORTE,INACTIVA,51781.43,24,0.1,
4-105-41550-9,4054644,2003-11-25,AHORRO,ACTIVA,65133.12,12,0.092,
8-106-34447-5,3843358,2021-05-02,AHORRO,INACTIVA,14063.8,36,0.016,
1-105-87099-1,4777542,2022-12-22,AHORRO,CERRADA,3348.29,12,0.043,
5-109-63240-1,3104057,2011-11-06,AHORRO,ACTIVA,13430.41,36,0.088,
2-105-41179-1,5590665,2006-02-18,AHORRO,ACTIVA,93890.29,24,0.028,
6-103-84469-5,5154063,2015-02-27,CRÉDITO,INACTIVA,8770.2,6,0.026,
2-107-59947-2,2838542,2012-08-21,APORTE,CERRADA,30884.88,6,0.109,
2-109-85837-5,2549088,2005-04-27,AHORRO,INACTIVA,54000.46,12,0.094,
4-103-20152-1,5211151,2012-08-13,CRÉDITO,INACTIVA,39391.37,12,0.032,
6-109-81833-2,5279797,2023-03-15,APORTE,CERRADA,81958.51,12,0.085,
5-100-76580-4,3659697,2017-09-06,AHORRO,INACTIVA,94661.47,6,0.038,
4-105-38605-6,5092468,2002-02-18,CRÉDITO,ACTIVA,61338.7,0,0.087,
5-101-67170-2,5480683,2000-11-08,AHORRO,CERRADA,81966.4,6,0.025,
5-108-15213-8,2377408,2002-03-03,AHORRO,CERRADA,14476.17,6,0.013,
4-100-19244-7,3547514,2017-12-04,AHORRO,CERRADA,96100.71,12,0.046,
7-109-91079-7,5524468,2023-07-17,APORTE,INACTIVA,57263.62,6,0.089,
9-105-98226-2,4332970,2016-02-21,CRÉDITO,INACTIVA,58654.14,12,0.058,
8-105-24604-7,3781353,2009-08-18,AHORRO,INACTIVA,88051.46,24,0.011,
5-101-33933-2,5574947,2011-07-20,AHORRO,CERRADA,82549.22,6,0.084,
4-101-79125-1,3621703,2020-12-08,APORTE,CERRADA,87022.6,24,0.062,
6-104-27429-9,2635482,2013-10-05,CRÉDITO,ACTIVA,33976.76,0,0.093,
5-108-26260-2,5825524,2018-01-02,AHORRO,ACTIVA,72978.08,12,0.049,
4-106-89187-8,5951369,2002-05-24,APORTE,ACTIVA,30728.35,0,0.065,
7-100-32607-7,5205447,2021-01-02,AHORRO,CERRADA,71511.8,12,0.06,
3-101-71331-3,2292598,2004-05-21,CRÉDITO,INACTIVA,78008.26,24,0.087,
3-109-33530-3,2949362,2014-11-11,CRÉDITO,CERRADA,3270.3,6,0.017,
2-100-65073-7,5840031,2011-04-24,CRÉDITO,INACTIVA,40829.56,0,0.085,
1-100-92357-8,4100489,2017-10-11,AHORRO,ACTIVA,98639.1,12,0.111,
1-106-60445-3,5023707,2022-02-26,APORTE,INACTIVA,5781.76,24,0.027,
3-109-45931-6,3629872,2006-02-19,CRÉDITO,ACTIVA,78494.93,24,0.096,
7-103-47082-6,3257837,2015-05-01,AHORRO,ACTIVA,37775.0,0,0.024,
3-105-28765-5,5952358,2012-11-05,CRÉDITO,INACTIVA,29361.12,6,0.076,
8-101-80313-5,2374705,2011-08-22,CRÉDITO,CERRADA,82739.7,36,0.096,
6-107-85324-8,4085399,2007-01-19,CRÉDITO,ACTIVA,65684.59,6,0.034,
4-106-85197-3,4441151,2001-09-17,APORTE,INACTIVA,97950.72,6,0.028,
9-100-89280-8,2100962,2016-07-25,CRÉDITO,CERRADA,18295.69,0,0.076,
2-103-30454-5,2840347,2002-12-14,AHORRO,ACTIVA,7874.94,24,0.021,
8-103-16697-1,5331828,2012-12-17,APORTE,ACTIVA,14467.51,12,0.081,
3-104-71944-3,3898343,2023-12-29,APORTE,CERRADA,45577.23,24,0.083,
4-108-33516-8,3874102,2004-11-27,AHORRO,ACTIVA,5838.92,36,0.021,
4-106-64484-2,2077946,2015-07-20,CRÉDITO,INACTIVA,97072.26,12,0.015,
8-105-62079-3,4052472,2018-02-14,APORTE,CERRADA,31985.11,36,0.058,
